weighting_scheme,fold,class_idx,diff_loss,diff_acc
learn_hard,7,9,0.10406979297598196,-0.05882352941176472
learn_hard,8,0,0.39768095782552004,0.0
learn_hard,8,1,0.12782220271500688,-0.054545454545454564
learn_hard,8,2,-0.0019519026391208172,-0.07692307692307698
learn_hard,8,3,-0.254183822577553,-0.035714285714285754
learn_hard,8,4,-0.19628229156574784,0.05882352941176472
learn_hard,8,5,-0.46691341183724866,0.16666666666666669
learn_hard,8,6,0.44860165330924473,-0.1578947368421053
learn_hard,8,7,0.05799790608639621,-0.1428571428571428
learn_hard,8,8,0.44377492436130217,-0.20833333333333337
learn_hard,8,9,-0.06995951384305954,0.08823529411764697
learn_hard,9,0,0.3285866084580238,-0.0576923076923076
learn_hard,9,1,0.08278566494322659,-0.10526315789473689
learn_hard,9,2,0.0024330531143480494,-0.03703703703703698
learn_hard,9,3,-0.27865002884601164,0.019230769230769218
learn_hard,9,4,-0.22096851215524183,0.0
learn_hard,9,5,-0.4389036622643472,0.12
learn_hard,9,6,0.49238933197089585,-0.16666666666666669
learn_hard,9,7,-0.027863667794951752,0.0
learn_hard,9,8,0.2185542402788998,-0.025000000000000022
learn_hard,9,9,-0.15385721921920759,0.0
learn_easy_inversion,0,0,-0.192031508423388,0.06000000000000005
learn_easy_inversion,0,1,-0.08489824502274046,0.023255813953488358
learn_easy_inversion,0,2,0.14446876294189892,-0.12903225806451613
learn_easy_inversion,0,3,0.6488230657286762,-0.1951219512195122
learn_easy_inversion,0,4,0.28624700845741646,-0.09756097560975607
learn_easy_inversion,0,5,0.560694892839952,-0.12727272727272726
learn_easy_inversion,0,6,-0.37683796340466613,0.1071428571428571
learn_easy_inversion,0,7,0.2890115411214109,-0.1132075471698113
learn_easy_inversion,0,8,-0.24797918778309158,0.06382978723404253
learn_easy_inversion,0,9,0.02284378021095801,0.0
learn_easy_inversion,1,0,-0.2969215928338641,0.046511627906976716
learn_easy_inversion,1,1,0.1460740075487159,-0.08695652173913049
learn_easy_inversion,1,2,0.17929686297877478,-0.05769230769230771
learn_easy_inversion,1,3,0.49761497139930744,-0.10000000000000003
learn_easy_inversion,1,4,0.38557670844925784,-0.14814814814814814
learn_easy_inversion,1,5,0.5151616784475619,-0.15254237288135594
learn_easy_inversion,1,6,-0.2270608883859082,0.13636363636363635
learn_easy_inversion,1,7,0.2167359862166145,-0.12500000000000006
learn_easy_inversion,1,8,-0.2679258058934163,0.1166666666666667
learn_easy_inversion,1,9,0.11439794344319543,-0.06818181818181818
learn_easy_inversion,2,0,-0.30419069368006857,0.03448275862068961
learn_easy_inversion,2,1,-0.024706475126246685,0.02083333333333337
learn_easy_inversion,2,2,0.09364838991314173,-0.09090909090909094
learn_easy_inversion,2,3,0.5605536300378542,-0.1875
learn_easy_inversion,2,4,0.279699452659663,-0.08823529411764708
learn_easy_inversion,2,5,0.4240268967368386,-0.07272727272727275
learn_easy_inversion,2,6,-0.19933729604459716,0.09615384615384615
learn_easy_inversion,2,7,0.12612707571436954,-0.02083333333333337
learn_easy_inversion,2,8,-0.21637058960941602,0.07547169811320753
learn_easy_inversion,2,9,0.10131852440536027,-0.016666666666666607
learn_easy_inversion,3,0,-0.17731748990790575,0.04081632653061229
learn_easy_inversion,3,1,-0.11377776252186811,-0.04347826086956519
learn_easy_inversion,3,2,0.12140695936977863,-0.08695652173913049
learn_easy_inversion,3,3,0.3587086134134454,-0.12765957446808507
learn_easy_inversion,3,4,0.37193754540299473,-0.037735849056603765
learn_easy_inversion,3,5,0.632800118489699,-0.13636363636363635
learn_easy_inversion,3,6,-0.3269099021473756,0.15384615384615385
learn_easy_inversion,3,7,0.05105888989626206,0.0980392156862745
learn_easy_inversion,3,8,-0.15784889183599848,0.0
learn_easy_inversion,3,9,0.20440813951325,-0.12280701754385959
learn_easy_inversion,4,0,-0.2823363821767271,0.09999999999999998
learn_easy_inversion,4,1,0.13903230163786162,-0.04444444444444445
learn_easy_inversion,4,2,0.12046987571297807,0.02127659574468077
learn_easy_inversion,4,3,0.3799857667514257,-0.24489795918367352
learn_easy_inversion,4,4,0.27749675598282075,-0.09615384615384626
learn_easy_inversion,4,5,0.5655565454679374,-0.13725490196078433
learn_easy_inversion,4,6,0.014534224696616027,0.0
learn_easy_inversion,4,7,0.22703567863656926,0.019230769230769218
learn_easy_inversion,4,8,-0.28537611491405046,0.15384615384615385
learn_easy_inversion,4,9,0.21191087053580726,-0.10909090909090913
learn_easy_inversion,5,0,-0.2878113861111078,0.054545454545454564
learn_easy_inversion,5,1,-0.030223236533633457,0.1228070175438597
learn_easy_inversion,5,2,0.24436553476416323,-0.16326530612244894
learn_easy_inversion,5,3,0.5156101236740749,-0.14583333333333337
learn_easy_inversion,5,4,0.442584039076515,-0.17391304347826086
learn_easy_inversion,5,5,0.5097230751263468,-0.05263157894736842
learn_easy_inversion,5,6,-0.2585701450395088,0.125
learn_easy_inversion,5,7,0.2877550141678915,0.0
learn_easy_inversion,5,8,-0.22229149947330984,0.08333333333333337
learn_easy_inversion,5,9,0.403142315989479,-0.17021276595744683
learn_easy_inversion,6,0,-0.20763900113077116,0.038461538461538436
learn_easy_inversion,6,1,-0.05881416754653812,-0.09615384615384615
learn_easy_inversion,6,2,0.011014062277180159,0.02127659574468077
learn_easy_inversion,6,3,0.29019198251458334,-0.019230769230769218
learn_easy_inversion,6,4,0.200185927036016,-0.021739130434782594
learn_easy_inversion,6,5,0.6349271015918001,-0.1702127659574468
learn_easy_inversion,6,6,-0.2826379106803374,0.1454545454545455
learn_easy_inversion,6,7,0.250924740246562,-0.11627906976744184
learn_easy_inversion,6,8,-0.2418298426529636,0.13043478260869568
learn_easy_inversion,6,9,0.2075711645185947,-0.050000000000000044
learn_easy_inversion,7,0,-0.33054390286382,0.17307692307692313
learn_easy_inversion,7,1,0.029718276624586037,0.0
learn_easy_inversion,7,2,-0.01997872505416265,0.06382978723404253
learn_easy_inversion,7,3,0.42557799188714296,-0.14035087719298245
learn_easy_inversion,7,4,0.19869505661599174,-0.04255319148936171
learn_easy_inversion,7,5,0.8920239835977555,-0.12500000000000003
learn_easy_inversion,7,6,-0.37880463596988223,0.12765957446808518
learn_easy_inversion,7,7,0.19663465127610325,-0.03508771929824561
learn_easy_inversion,7,8,-0.343264187339182,0.13725490196078427
learn_easy_inversion,7,9,-0.015191334573661508,-0.05882352941176472
learn_easy_inversion,8,0,-0.2214802189085346,0.0
learn_easy_inversion,8,1,-0.07032896910201414,0.12727272727272726
learn_easy_inversion,8,2,0.11650440018050945,-0.05769230769230771
learn_easy_inversion,8,3,0.6905965616128273,-0.16071428571428575
learn_easy_inversion,8,4,0.4323382884921396,-0.11764705882352944
learn_easy_inversion,8,5,0.6137173679612933,-0.09523809523809523
learn_easy_inversion,8,6,-0.17576802665727187,0.07017543859649122
learn_easy_inversion,8,7,0.21882217347013722,-0.04081632653061229
learn_easy_inversion,8,8,-0.11554580909432843,-0.04166666666666663
learn_easy_inversion,8,9,0.12587008526658305,-0.08823529411764697
learn_easy_inversion,9,0,-0.32645076905520487,0.07692307692307687
learn_easy_inversion,9,1,-0.13436384838924065,0.1228070175438597
learn_easy_inversion,9,2,0.21508851488707248,-0.12962962962962954
learn_easy_inversion,9,3,0.28176461145854903,-0.03846153846153849
learn_easy_inversion,9,4,0.24901144080242865,-0.08474576271186435
learn_easy_inversion,9,5,0.45196823745965964,-0.12000000000000002
learn_easy_inversion,9,6,-0.31482241196291794,0.2142857142857143
learn_easy_inversion,9,7,0.18847554397803767,0.0
learn_easy_inversion,9,8,-0.30426758106332275,0.19999999999999996
learn_easy_inversion,9,9,0.1295479607884773,-0.050000000000000044
learn_easy_linear,0,0,-0.1931898306310177,0.040000000000000036
learn_easy_linear,0,1,-0.04791187183108425,0.09302325581395343
learn_easy_linear,0,2,-0.02938927337527275,0.0
learn_easy_linear,0,3,0.43141392345835516,-0.2682926829268293
learn_easy_linear,0,4,0.11167822596503463,-0.07317073170731714
learn_easy_linear,0,5,0.8876251556656576,-0.18181818181818182
learn_easy_linear,0,6,-0.10328344947525436,-0.0357142857142857
learn_easy_linear,0,7,-0.0011819959530290358,-0.037735849056603765
learn_easy_linear,0,8,-0.13056619586224882,0.04255319148936165
learn_easy_linear,0,9,-0.13583378959447145,0.019230769230769162
learn_easy_linear,1,0,-0.10909742004303047,0.0
learn_easy_linear,1,1,-0.12476654626105144,0.0434782608695653
learn_easy_linear,1,2,0.037590125611481784,-0.038461538461538436
learn_easy_linear,1,3,0.15924038231372828,0.0
learn_easy_linear,1,4,0.13291537665106623,-0.05555555555555547
learn_easy_linear,1,5,0.7859693563590617,-0.1694915254237288
learn_easy_linear,1,6,-0.4063772523606366,0.045454545454545414
learn_easy_linear,1,7,0.009941159825151091,0.10416666666666674
learn_easy_linear,1,8,-0.20596920102834704,0.08333333333333337
learn_easy_linear,1,9,-0.08189925297417422,0.2272727272727273
learn_easy_linear,2,0,-0.19978754023282685,0.0862068965517242
learn_easy_linear,2,1,0.0851704402205844,0.0625
learn_easy_linear,2,2,-0.037754919041286805,-0.022727272727272707
learn_easy_linear,2,3,0.26166479693104816,-0.02083333333333337
learn_easy_linear,2,4,0.21497613761354906,-0.1470588235294118
learn_easy_linear,2,5,1.0163131757216022,-0.2
learn_easy_linear,2,6,-0.1717190834908533,0.07692307692307687
learn_easy_linear,2,7,0.11141588073223829,-0.125
learn_easy_linear,2,8,-0.058004463346288504,-0.037735849056603765
learn_easy_linear,2,9,0.16896260604262348,-0.16666666666666663
learn_easy_linear,3,0,-0.19246050067321985,0.08163265306122447
learn_easy_linear,3,1,-0.11350030808345113,0.021739130434782594
learn_easy_linear,3,2,0.05977676282434363,-0.06521739130434778
learn_easy_linear,3,3,0.19967565384316943,-0.04255319148936171
learn_easy_linear,3,4,-0.0012572977059290835,0.037735849056603765
learn_easy_linear,3,5,1.1363155821507627,-0.25
learn_easy_linear,3,6,-0.2630624587719257,0.17307692307692302
learn_easy_linear,3,7,0.05622095819197459,0.0
learn_easy_linear,3,8,-0.18902571118352096,0.036363636363636376
learn_easy_linear,3,9,0.047706465057113734,-0.07017543859649122
learn_easy_linear,4,0,-0.15302506100386382,0.05999999999999994
learn_easy_linear,4,1,-0.14501507580280304,0.0888888888888889
learn_easy_linear,4,2,0.10055562172164312,-0.08510638297872342
learn_easy_linear,4,3,0.2494741690402129,-0.10204081632653061
learn_easy_linear,4,4,0.13250490736502862,-0.05769230769230771
learn_easy_linear,4,5,0.8878356265086753,-0.2549019607843137
learn_easy_linear,4,6,-0.15603258167492584,0.1063829787234043
learn_easy_linear,4,7,0.19812894218529653,-0.09615384615384609
learn_easy_linear,4,8,-0.1864386184427601,0.09615384615384615
learn_easy_linear,4,9,-0.13261747725985273,0.018181818181818188
learn_easy_linear,5,0,-0.04772349866953762,0.018181818181818188
learn_easy_linear,5,1,0.001290921448615645,0.08771929824561409
learn_easy_linear,5,2,0.07161079712060037,0.020408163265306034
learn_easy_linear,5,3,0.1803414883712926,-0.16666666666666669
learn_easy_linear,5,4,0.12326026319161709,-0.021739130434782594
learn_easy_linear,5,5,0.8533623401533095,-0.17543859649122806
learn_easy_linear,5,6,-0.05412234226241708,-0.04166666666666674
learn_easy_linear,5,7,0.03949097957875991,-0.0444444444444444
learn_easy_linear,5,8,-0.06939521526995429,0.04166666666666674
learn_easy_linear,5,9,0.10104891935244531,0.042553191489361764
learn_easy_linear,6,0,-0.1336060048510822,0.09615384615384615
learn_easy_linear,6,1,-0.12009022829051208,0.038461538461538436
learn_easy_linear,6,2,0.0881641445721083,-0.06382978723404253
learn_easy_linear,6,3,0.4311940303215611,-0.15384615384615385
learn_easy_linear,6,4,0.23716289760625875,-0.19565217391304357
learn_easy_linear,6,5,1.0172439851659412,-0.17021276595744683
learn_easy_linear,6,6,-0.1039470990950413,0.0
learn_easy_linear,6,7,0.029754904467006016,0.0
learn_easy_linear,6,8,-0.2802362232671485,0.08695652173913038
learn_easy_linear,6,9,0.09738562926650052,-0.09999999999999998
learn_easy_linear,7,0,-0.3284319824754046,0.1923076923076923
learn_easy_linear,7,1,-0.13305090338576075,0.07843137254901955
learn_easy_linear,7,2,0.07404419874891321,-0.04255319148936165
learn_easy_linear,7,3,0.24679470898812284,-0.12280701754385964
learn_easy_linear,7,4,0.038386035948357655,-0.04255319148936165
learn_easy_linear,7,5,0.7896446853876113,-0.09999999999999998
learn_easy_linear,7,6,-0.21851810638574842,0.1063829787234043
learn_easy_linear,7,7,-0.0899203458898945,0.052631578947368474
learn_easy_linear,7,8,-0.26324090405422107,0.17647058823529416
learn_easy_linear,7,9,-0.14316799316336126,-0.019607843137254943
learn_easy_linear,8,0,-0.04833489914353084,-0.02564102564102566
learn_easy_linear,8,1,-0.07563858580860239,0.14545454545454545
learn_easy_linear,8,2,-0.02532887290446806,0.05769230769230771
learn_easy_linear,8,3,0.5638771565364942,-0.1071428571428571
learn_easy_linear,8,4,0.19794392114614756,-0.14705882352941174
learn_easy_linear,8,5,0.7918525678770885,-0.16666666666666669
learn_easy_linear,8,6,-0.2544843256473541,0.07017543859649122
learn_easy_linear,8,7,-0.08431450718519629,0.20408163265306123
learn_easy_linear,8,8,-0.21349862860127655,0.10416666666666674
learn_easy_linear,8,9,-0.13690235794467076,0.05882352941176472
learn_easy_linear,9,0,-0.17087396997242021,0.05769230769230771
learn_easy_linear,9,1,-0.11619049657070835,0.05263157894736842
learn_easy_linear,9,2,-0.046558308104673984,-0.03703703703703709
learn_easy_linear,9,3,0.3240771672258582,-0.11538461538461542
learn_easy_linear,9,4,0.03309522651262209,0.03389830508474578
learn_easy_linear,9,5,0.9328369718790055,-0.27999999999999997
learn_easy_linear,9,6,-0.20716074215514313,0.04761904761904767
learn_easy_linear,9,7,-0.05310403914363282,0.05555555555555558
learn_easy_linear,9,8,-0.1451123863924294,0.050000000000000044
learn_easy_linear,9,9,-0.20184920355677605,0.17500000000000004
